tieu_de,gia,gia_hien_thi,gia_m2,dien_tich,huong_nha,huong_ban_cong,noi_that,phap_ly,ten_du_an,so_phong,so_wc,duong,phuong,quan,thanh_pho,latitude,longitude,khoang_cach_q1_km,ngay_dang,nguoi_ban,loai_tin,link
bán cc sơn kì 1 dt 74m 2p 2vs giá 3.5 ty,3500000000,"3,5 tỷ",47.2973,74.0,,,,6,,2,2.0,Đường CN13,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,10.8060465,106.61587,9.83,2025-12-19,Linh,s,https://www.chotot.com/129784578.htm
Bán nhanh CH Saigon Mia 3PN-76m2- sẵn đầy đủ nội thất. Giá 5ty6,5600000000,"5,6 tỷ",73.68421,76.0,,,2.0,5,Saigon Mia,3,2.0,Trung Sơn,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,10.73786,106.68984,4.36,2025-12-19,BĐS Kim Ngọc ,s,https://www.chotot.com/128605917.htm
Chính chủ bán chung cư Hiệp Thành quận 2,2200000000,"2,2 tỷ",29.333334,75.0,,,,5,Hiệp Thành Building,2,2.0,Lê Văn Khương,Phường Thới An,Quận 12,Tp Hồ Chí Minh,10.88041,106.64922,12.92,2025-12-19,TKhouse,s,https://www.chotot.com/129175811.htm
1.4 tỷ Sở Hữu Căn 2PN Hạng Sang BĐS Trung Tâm,9599000000,"9,599 tỷ",134.25175,71.5,7.0,6.0,1.0,5,,2,2.0,"khu dân cư Nam Rạch Chiếc, phường An Phú, Quận 2, TP Thủ Đức",Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.791403,106.76624,7.4,2025-12-19,ĐINH TRÍ THỦY,s,https://www.chotot.com/129411170.htm
"Bán căn hộ Orchid Park đã có sổ - 75m2, 2pn-2wc giá 2.6 tỷ, tặng NT",2600000000,"2,6 tỷ",34.666668,75.0,,,,6,Orchid Park,2,2.0,Nguyễn Lương Bằng,Xã Phú Xuân,Huyện Nhà Bè,Tp Hồ Chí Minh,10.67615,106.74499,12.09,2025-12-19,Nguyễn Thị Thuỳ Linh ,s,https://www.chotot.com/127778643.htm
𝐁Á𝐍 𝐆𝐈Á 𝐓Ố𝐓 𝐂𝐀̆𝐍 𝐆𝐎́𝐂 𝟗𝟕𝐦𝟐 𝐂𝐇𝐔𝐍𝐆 𝐂𝐔̛ Đ𝐔̛́𝐂 𝐊𝐇𝐀̉𝐈,3150000000,"3,15 tỷ",32.32102,97.4598,,,3.0,5,The Era Town (A1 Riverside),3,3.0,Đường 15B,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,10.70316,106.73216,8.78,2025-12-19,Hồng Trang,s,https://www.chotot.com/129783357.htm
Bán gấp căn hộ Terra Rosa-92m-2pn-2wc  full NT căn góc lầu cao Sổ hồng,2800000000,"2,8 tỷ",30.434782,92.0,8.0,5.0,2.0,6,Terra Rosa,3,2.0,7,Xã Phong Phú,Huyện Bình Chánh,Tp Hồ Chí Minh,10.70131,106.63686,10.8,2025-12-19,thanh thảo,s,https://www.chotot.com/129433502.htm
"BÁN Q7 BOULEVARD 2PN 3.4TỶ, DANH SÁCH CÁC CĂN TUYỂN CHỌN",3400000000,"3,4 tỷ",48.57143,70.0,,,,4,Q7 Boulevard,2,1.0,Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,10.70729,106.73198,8.35,2025-12-19,BAN QUẢN LÝ,s,https://www.chotot.com/123301662.htm
"chung cư lầu 01 Nguyễn Tri Phương, P8, Q5",2500000000,"2,5 tỷ",31.25,80.0,5.0,5.0,3.0,6,,2,1.0,Đường Nguyễn Tri Phương,Phường 8,Quận 5,Tp Hồ Chí Minh,10.755622,106.669655,4.03,2025-12-19,Lingling,s,https://www.chotot.com/126014800.htm
🟢CẦN BÁN MỘT SỐ CĂN HỘ GIAI VIỆT💥2PN2WC 115M🍀SỔ HỒNG📍VỊ TRÍ TRUNG TÂM💥,5200000000,"5,2 tỷ",45.217392,115.0,,,,6,Khu căn hộ Chánh Hưng Giai Việt,2,2.0,Tạ Quang Bửu,Phường 5,Quận 8,Tp Hồ Chí Minh,10.73445,106.66362,6.1,2025-12-19,DƯƠNG HẰNG PKD NHÀ ĐẤT CĂN HỘ,s,https://www.chotot.com/129782737.htm
🔥 BÁN CĂN 2PN 3PN CC HỘ HOÀNG KIM THẾ GIA – BÌNH TÂN (GIÁP TÂN PHÚ),3000000000,3 tỷ,48.387096,62.0,,,1.0,6,Hoàng Kim Thế Gia (The Golden Dynasty),2,2.0,Trương Phước Phan,Phường Bình Trị Đông,Quận Bình Tân,Tp Hồ Chí Minh,10.76688,106.61289,9.61,2025-12-19,Lê Thư,s,https://www.chotot.com/129760479.htm
"Bán căn hộ Phú Thọ Q.11 - căn góc 66m2 - 2PN, 2WC - nhà đẹp, giá tốt",3450000000,"3,45 tỷ",52.272728,66.0,,,,5,Chung cư Phú Thọ,2,2.0,Nguyễn Thị Nhỏ,Phường 15,Quận 11,Tp Hồ Chí Minh,10.77223,106.65285,5.21,2025-12-19,Trung,s,https://www.chotot.com/129782611.htm
"Căn góc C/c Lê Hồng Phong, P1, Q10 - 2,15 tỷ",2150000000,"2,15 tỷ",53.75,40.0,,,,6,,1,1.0,Đường Lê Hồng Phong,Phường 1,Quận 10,Tp Hồ Chí Minh,10.766557,106.67488,2.97,2025-12-19,Hồng Anh ,s,https://www.chotot.com/129760333.htm
"Căn góc 100m2 - Giá 5.26 tỷ tặng 360 triệu - Sổ hồng 3PN3WC, MT Q9",5260000000,"5,26 tỷ",52.6,100.0,2.0,1.0,3.0,6,MT Eastmark City,3,3.0,Trường Lưu,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,13.64,2025-12-19,Huỳnh Thanh Phong,s,https://www.chotot.com/129782339.htm
Bán căn hộ  bàn giao full nội thất - có sổ - thanh toán 15% nhận nhà,4100000000,"4,1 tỷ",54.666668,75.0,1.0,6.0,,6,MT Eastmark City,2,,Trường Lưu,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,13.64,2025-12-19,Di Dii,s,https://www.chotot.com/129571254.htm
🌟 THE PRIVÉ 🌟(QUÝ PHÁI - SANG TRỌNG - ĐẸP ĐẼ),9420494108,"9,42 tỷ",127.47624,73.9,,,1.0,5,,2,1.0,"khu dân cư Nam Rạch Chiếc, phường An Phú, Quận 2, TP Thủ Đức",Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.791403,106.76624,7.4,2025-12-19,Nguyễn Tiến,s,https://www.chotot.com/129726798.htm
"Bán nhà chung cư căn góc 42,8m2 - tại hẻm 345 đường Trần Hưng Đạo Q1",3500000000,"3,5 tỷ",81.775894,42.7999,7.0,7.0,3.0,6,,2,1.0,Đường Trần Hưng Đạo,Phường Cầu Kho,Quận 1,Tp Hồ Chí Minh,10.758449,106.68715,2.4,2025-12-19,Ng9 Thuy Uyen,s,https://www.chotot.com/129754619.htm
Căn Duplex 200m2 có hồ bơi riêng,9200000000,"9,2 tỷ",46.0,200.0,,7.0,3.0,5,The Peak Garden,3,,Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,10.70729,106.73198,8.35,2025-12-19,Luong Duy Binh,s,https://www.chotot.com/129749879.htm
Bán căn sadora penthouse duplex tháp Ạ 192m2 4pn Sala thu thiêm quận 2,32000000000,32 tỷ,166.66667,192.0,,,2.0,2,Sadora Apartment,4,3.0,Mai Chí Thọ,Phường An Lợi Đông (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.80712,106.7558,6.99,2025-12-19,Tranthanh,s,https://www.chotot.com/129768095.htm
Chính chủ cần bán gấp Chung cư 55m2 căn 2pn1wc Citisoho (Quận 2 cũ),2650000000,"2,65 tỷ",48.18182,55.0,,,1.0,5,,2,1.0,Đường 35CL,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.781944,106.768234,7.44,2025-12-19,Hạnh Ford xe lướt chính hãng Sài Gòn Ford,s,https://www.chotot.com/129750610.htm
Bán căn hộ Penthouse  - Hoàng Anh Giai Việt - Tạ Quang Bửu Q8,8300000000,"8,3 tỷ",36.483517,227.5,,,3.0,6,Khu căn hộ Chánh Hưng Giai Việt,3,4.0,Tạ Quang Bửu,Phường 5,Quận 8,Tp Hồ Chí Minh,10.73445,106.66362,6.1,2025-12-19,TRÂN TRÂN,s,https://www.chotot.com/129752287.htm
Sàn giao dịch CĐT - Phúc Yên 1/ 122m2 - 3PN 2WC - 5.3 Tỷ - Lầu thấp,5300000000,"5,3 tỷ",43.442623,122.0,,,2.0,6,Chung cư Phúc Yên,3,,Phan Huy Ích,Phường 15,Quận Tân Bình,Tp Hồ Chí Minh,10.82523,106.63056,9.41,2025-12-19,Tiến Chung Cư Phúc Yên,s,https://www.chotot.com/129763614.htm
Căn hộ Sơn Kỳ 1 DT 65M 2pn 2wc Sổ hồng lâu dài,3150000000,"3,15 tỷ",48.46154,65.0,,,2.0,6,TaniBuilding Sơn Kỳ 1,2,2.0,DC13,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,10.80619,106.61077,10.36,2025-12-19,Phạm Minh Lãnh,s,https://www.chotot.com/129079557.htm
Cần bán gấp OT 33m2 Sunrise riverside Giá 1.9 tỷ sẵn hợp đồng thuê.,1900000000,"1,9 tỷ",57.575756,33.0,,,,5,Sunrise Riverside,1,1.0,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-19,phan đức tài,s,https://www.chotot.com/124911742.htm
"Căn góc 3pn 82m2 GH2 tầng trung ra Vincom, công viên 36 ha chỉ 50m",4654000000,"4,654 tỷ",56.756096,82.0,,,,6,The Glory Heights - Vinhomes Grand Park,3,2.0,Nguyễn Xiển,Phường Long Bình (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.89089,106.82853,18.97,2025-12-19,Kim Linh,s,https://www.chotot.com/129743249.htm
Căn hộ 1Pn 1Wc Full Nt. Sổ sẵn bao thuế phí,1850000000,"1,85 tỷ",54.411766,34.0,,,1.0,6,Vinhomes Grand Park,1,1.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-19,Hoàng Nam,s,https://www.chotot.com/129751230.htm
TRẢ TRƯỚC 2 TỶ 5 LÀ CÓ NHÀ Q7. KHÔNG THANH TOÁN GÌ THÊM TRONG 3 NĂM,2500000000,"2,5 tỷ",71.42857,35.0,,,1.0,5,Sunshine Sky City,2,2.0,7,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,10.72619,106.7246,6.1,2025-12-19,Phạm Ngọc Tân,s,https://www.chotot.com/129265810.htm
"Bán CC 2PN + 1WC tại Trần Văn Giàu, Bình Chánh, 1,5 tỷ, 50m2, view đẹp",1520000000,"1,52 tỷ",30.4,50.0,6.0,8.0,,5,,2,,Đường Trần Văn Giàu,Xã Phạm Văn Hai,Huyện Bình Chánh,Tp Hồ Chí Minh,10.770657,106.55176,16.25,2025-12-19,Đặng Thanh Dung,s,https://www.chotot.com/129572731.htm
"Bán căn hộ cao cấp Thái Sơn, Bình Tân. 161m2 sổ hồng riêng 4 tỷ 6.",4600000000,"4,6 tỷ",28.571428,161.0,,,1.0,6,Long Phụng Apartment,3,3.0,Quốc lộ 1A,Phường Tân Tạo A,Quận Bình Tân,Tp Hồ Chí Minh,10.73055,106.60215,11.85,2025-12-19,Đặng Thanh Loan,s,https://www.chotot.com/129781478.htm
"Cần bán chung cư New Saigon Hoàng Anh3 Nhà Bè, HCM. DT 100m2, 2PN,2WC",4200000000,"4,2 tỷ",42.0,100.0,,,,6,New Saigon-Hoàng Anh Gia Lai 3,2,2.0,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-19,Phạm Hữu Dũng,s,https://www.chotot.com/129781353.htm
Bán the park residence 1pn 2.4 tỷ-2.5 tỷ,2400000000,"2,4 tỷ",46.153847,52.0,3.0,3.0,2.0,5,The Park Residence,1,1.0,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-19,Băng Băng,s,https://www.chotot.com/128502313.htm
"Bán căn hộ Pega QUận 8-60m2 2PN 3,7 tỷ - tầng thấp - HT Vay- Full NT",3700000000,"3,7 tỷ",61.666668,60.0,6.0,7.0,2.0,6,The Pegasuite,2,2.0,Tạ Quang Bửu,Phường 6,Quận 8,Tp Hồ Chí Minh,10.73175,106.64951,7.4,2025-12-19,Nguyên Ngô,s,https://www.chotot.com/129449006.htm
"Bán lỗ căn hộ 2PN tại Sunrise Riverside, 3,1 tỷ có sẵn hợp đồng thuê",3100000000,"3,1 tỷ",56.363636,55,,,,5,Sunrise Riverside,2,1,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-19,phan đức tài,s,https://www.chotot.com/129695177.htm
Bán căn hộ GREEN VALLEY giá rẻ ngay tại Phú Mỹ Hưng- Quận 7,8000000000,8 tỷ,89.88764,89,,,,6,Green Valley,2,2,Tôn Dật Tiên,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,10.72969,106.71668,5.41,2025-12-19,Kim Oanh,s,https://www.chotot.com/129753274.htm
Diamond Lotus Riverside_1PN_1WC_ GÍA CỰC TỐT,3400000000,"3,4 tỷ",69.38776,49,,,1.0,6,Diamond Lotus Riverside,1,1,8,Phường 8,Quận 8,Tp Hồ Chí Minh,10.74771,106.66334,5.11,2025-12-19,Anh Thương,s,https://www.chotot.com/117376190.htm
CĂN HỘ 70M2 CỬA CHÍNH ĐÔNG NAM GIÁ 1.3 TỶ TẠI HQC HÓC MÔN,1300000000,"1,3 tỷ",18.571428,70,6.0,7.0,,5,HQC Hóc Môn,2,2,Nguyễn Thị Sóc,Xã Xuân Thới Đông,Huyện Hóc Môn,Tp Hồ Chí Minh,10.85667,106.60171,14.05,2025-12-19,Lê thuỳ dung,s,https://www.chotot.com/127834164.htm
Bán  căn hộ 2pn1wc 43m 1ty3 Chung cư Firsthome Thạnh Lộc Q1,1300000000,"1,3 tỷ",30.952381,42,,,,2,First Home Thạnh Lộc,2,1,Vườn Lài,Phường Thạnh Lộc,Quận 12,Tp Hồ Chí Minh,10.86705,106.68728,10.26,2025-12-19,Nguyễn Thị Hồng Cam ,s,https://www.chotot.com/129739903.htm
"🌺 Chung cư Cây Mai ,Q11 , ngay đường Tân Thành 48m2 chỉ 2ty7",2700000000,"2,7 tỷ",56.25,48,,,3.0,6,,2,1,Đường Tân Thành,Phường 16,Quận 11,Tp Hồ Chí Minh,10.755403,106.6498,5.97,2025-12-19,Nguyen Thi Kim Phung,s,https://www.chotot.com/129780877.htm
CĂN HOT VIN QUẬN 9 – 🎉 Lumiere Boulevard – 1PN+  GIÁ BÁN 3.59 tỷ🔥,3590000000,"3,59 tỷ",66.48148,54,,,,2,Vinhomes Grand Park,2,1,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-19,Phạm Yến Vinhomes,s,https://www.chotot.com/129757156.htm
"Bán căn hộ Giai Việt – Duplex ,856 Tạ Quang Bửu,dt 230m2, 5PN, 4 WC,",7500000000,"7,5 tỷ",32.608696,230,,,,6,Khu căn hộ Chánh Hưng Giai Việt,5,4,Tạ Quang Bửu,Phường 5,Quận 8,Tp Hồ Chí Minh,10.73445,106.66362,6.1,2025-12-19,vân,s,https://www.chotot.com/129780687.htm
"Bán căn hộ Orchid Park siêu hot, 2,6 tỷ, Đã có sổ hồng sở hữu lâu dài",2600000000,"2,6 tỷ",36.11111,72,5.0,8.0,2.0,6,Orchid Park,2,2,Nguyễn Lương Bằng,Xã Phú Xuân,Huyện Nhà Bè,Tp Hồ Chí Minh,10.67615,106.74499,12.09,2025-12-19,Phạm Thị Minh Trang,s,https://www.chotot.com/123841813.htm
bán gấp căn hộ,2550000000,"2,55 tỷ",36.95652,69,6.0,8.0,3.0,6,Terra Rosa,2,2,7,Xã Phong Phú,Huyện Bình Chánh,Tp Hồ Chí Minh,10.70131,106.63686,10.8,2025-12-19,Ân ,s,https://www.chotot.com/129752368.htm
"Chung cư Lotus Garden, 2 phòng ngủ có sổ hồng cần bán gấp quận Tân Phú",3550000000,"3,55 tỷ",52.985073,67,,,,6,Lotus Garden,2,1,Trịnh Đình Thảo,Phường Hòa Thạnh,Quận Tân Phú,Tp Hồ Chí Minh,10.77479,106.63569,7.07,2025-12-19,Tuyết,s,https://www.chotot.com/129780568.htm
"Chính chủ BÁN căn hộ Lucky Dragon 2PN, 68m² full nội thất giá 4.1 tỷ.",4100000000,"4,1 tỷ",62.121212,66,,,2.0,6,Lucky Dragon,2,2,Đỗ Xuân Hợp,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.81635,106.77439,9.26,2025-12-19,Đông,s,https://www.chotot.com/129758895.htm
The Pegasuite Căn Hộ Hot Q8 - Cập Nhật Giá Cuối Năm - Giá Thật 100%,4200000000,"4,2 tỷ",61.764706,68,,,2.0,6,The Pegasuite,2,2,Tạ Quang Bửu,Phường 6,Quận 8,Tp Hồ Chí Minh,10.73175,106.64951,7.4,2025-12-19,Trần Sáng,s,https://www.chotot.com/129753238.htm
Chung cư diện tích lớn giá rẻ nhất tại Sài Gòn 100m2 giá 3ty890 sổ hon,3890000000,"3,89 tỷ",38.9,100,,2.0,,6,,3,2,961 Hậu Giang ,Phường 11,Quận 6,Tp Hồ Chí Minh,10.745162,106.63355,8.05,2025-12-19,Mây Xanh,s,https://www.chotot.com/129780496.htm
Căn hộ studio đầy đủ nội thất The Tresor quận 4,3500000000,"3,5 tỷ",116.666664,30,,,2.0,5,The Tresor,1,1,Bến Vân Đồn,Phường 13,Quận 4,Tp Hồ Chí Minh,10.76675,106.70295,1.03,2025-12-19,Căn hộ giá tốt Quận 4,s,https://www.chotot.com/129749133.htm
"Cần bán căn hộ Giai Việt –P Chánh Hưng DT 150m2,3 pn,3 wc,Giá 6.3tỷ",6300000000,"6,3 tỷ",42.0,150,,,,6,Khu căn hộ Chánh Hưng Giai Việt,3,3,Tạ Quang Bửu,Phường 5,Quận 8,Tp Hồ Chí Minh,10.73445,106.66362,6.1,2025-12-19,vân,s,https://www.chotot.com/128711293.htm
BÁN NHANH CĂN 2PN VINHOMES CENTRAL PARK NỘI THẤT CAO CẤP,10600000000,"10,6 tỷ",115.21739,92,,,,6,Vinhomes Central Park,2,2,Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,10.79387,106.72032,2.97,2025-12-19,VINHOMES VINH,s,https://www.chotot.com/121812144.htm
"Bán nhanh căn hộ HƯNG PHÚC , giá tốt , 7ty7 ( all in ) - Phú Mỹ Hưng",7700000000,"7,7 tỷ",111.5942,69,,,2.0,5,Hưng Phúc Premier,2,2,Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,10.72605,106.72377,6.08,2025-12-19,Thanh Huyền ,s,https://www.chotot.com/129763697.htm
GẤP… GẦN 3 THÁNG 2 - 30m2 - 5TẦNG - GIÁ 5.X TỎI,5900000000,"5,9 tỷ",196.66667,30,7.0,7.0,2.0,6,,3,4,Đường Nguyễn Tiểu La,Phường 8,Quận 10,Tp Hồ Chí Minh,10.766682,106.66566,3.93,2025-12-19,Huỳnh Thế Trương,s,https://www.chotot.com/129751511.htm
"Bắt đáy căn hộ Vinhomes Studio diện tích lớn, full nội thất chỉ 1.9tỷ",1900000000,"1,9 tỷ",55.882355,34,5.0,8.0,2.0,6,Vinhomes Grand Park,1,1,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-19,Võ Duy Khoa,s,https://www.chotot.com/129749195.htm
"CẦN BÁN GẤP,CHUNG CƯ CÂY MAI.Q11,50M2, 1PN,1WC,SỔ HỒNG, GIÁ 2,3 TỶ TL",2300000000,"2,3 tỷ",46.0,50,,,,6,Chung cư Cây Mai,1,1.0,Nguyễn Thị Nhỏ,Phường 16,Quận 11,Tp Hồ Chí Minh,10.75627,106.6511,5.8,2025-12-19,QUỲNH GIANG ,s,https://www.chotot.com/129750886.htm
SẮP CÓ SỔ - CENTUM WEALTH COMPLEX CẦN BÁN 2PN2WC,4300000000,"4,3 tỷ",63.235294,68,,,,5,Centum Wealth Complex,2,,Phan Chu Trinh,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.84184,106.7721,10.74,2025-12-19,Phòng Kinh Doanh,s,https://www.chotot.com/128730939.htm
BÁN CH CAO CẤP CENTUM WEALTH 3PN 4.5TỶ CĂN GÓC 2 VIEW  HÌNH THẬT,4500000000,"4,5 tỷ",52.941177,85,,,,5,Centum Wealth Complex,3,2.0,Phan Chu Trinh,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.84184,106.7721,10.74,2025-12-19,Thủy Tiên,s,https://www.chotot.com/124394644.htm
ICON56 – Quận 4 | Căn hộ 1PN – 1WC chuyển nhượng,5400000000,"5,4 tỷ",108.0,50,,,,6,Icon 56,1,1.0,Bến Vân Đồn,Phường 13,Quận 4,Tp Hồ Chí Minh,10.76599,106.70242,1.1,2025-12-19,Nam SG ,s,https://www.chotot.com/129716117.htm
Cần bán căn hộ trung tâm có sổ hồng vĩnh viễn,3600000000,"3,6 tỷ",59.01639,61,7.0,6.0,2.0,6,Chung cư Tôn Thất Thuyết,2,1.0,Tôn Thất Thuyết,Phường 1,Quận 4,Tp Hồ Chí Minh,10.75297,106.69346,2.63,2025-12-19,Nguyễn Hoa Tâm,s,https://www.chotot.com/128025044.htm
❤️ CĂN HỘ SUMMER SQUARE – PHƯỜNG PHÚ LÂM (P14 Q6 cũ) 👉 ĐÃ CÓ SỔ HỒNG.,3300000000,"3,3 tỷ",54.098362,61,,,2.0,6,Summer Square,2,2.0,Tân Hòa Đông,Phường 14,Quận 6,Tp Hồ Chí Minh,10.75934,106.62583,8.35,2025-12-19,Lê Thư,s,https://www.chotot.com/129760381.htm
Giỏ hàng độc quyền The Opus One,4200000000,"4,2 tỷ",77.77778,54,,8.0,3.0,5,,1,1.0,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.853436,106.83371,16.93,2025-12-19,Phạm Thơm,s,https://www.chotot.com/129720193.htm
Bán CH Hưng Phúc phú mỹ Hưng . Full nt . Giá :9.15tỷ,9150000000,"9,15 tỷ",93.36735,98,,,,6,,3,2.0,Đường Nguyễn Lương Bằng,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,10.73533,106.71817,4.89,2025-12-19,Xuyen Lieu,s,https://www.chotot.com/129779665.htm
🍷 PENTHOUSE THU NHỎ GIỮA Q7 - FULL NỘI THẤT CHÂU ÂU-2.5 TỶ NHẬN NHÀ,2500000000,"2,5 tỷ",36.764706,68,,,1.0,4,Sunshine Sky City,3,,7,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,10.72619,106.7246,6.1,2025-12-19,Dương Hưng,s,https://www.chotot.com/129413408.htm
Bán căn hộ 85m² - Giá bán 3.65 tỷ - Có ban công siêu rộng,3650000000,"3,65 tỷ",42.941177,85,,,2.0,6,West Gate Park,3,2.0,Tân Túc,Thị trấn Tân Túc,Huyện Bình Chánh,Tp Hồ Chí Minh,10.68684,106.58548,15.98,2025-12-19,Minh Hiếu,s,https://www.chotot.com/129736089.htm
Cấn bán căn hộ dream home riverside giá 1ty350 quan tâm ibox em,1350000000,"1,35 tỷ",23.68421,57,7.0,6.0,3.0,5,Dream Home Riverside,2,2.0,Nguyễn Văn Linh,Phường 7,Quận 8,Tp Hồ Chí Minh,10.69846,106.62509,11.89,2025-12-19,Nguyễn Bá Thời,s,https://www.chotot.com/129779381.htm
Hạ 500tr. Căn Hộ Dịch Vụ 5*16m gồm 16CHDV 2/ ngắn Phan Huy Ích Gò Vấp.,15800000000,"15,8 tỷ",197.5,80,,,1.0,6,,11,7.0,Đường Phan Huy Ích,Phường 12,Quận Gò Vấp,Tp Hồ Chí Minh,10.837349,106.636284,9.8,2025-12-19,KIM,s,https://www.chotot.com/129779295.htm
"Bán Khuông Việt, Sổ Hồng, 74m2 2PN 2WC, Rộng Thoáng",3800000000,"3,8 tỷ",51.351353,74,,,,6,Khuông Việt,2,2.0,Khuông Việt,Phường Phú Trung,Quận Tân Phú,Tp Hồ Chí Minh,10.77023,106.6388,6.76,2025-12-19,Căn Hộ Chung Cư,s,https://www.chotot.com/129779146.htm
"Bán căn hộ Hùng Vương Điện Máy Quận 5  DT 75m2,2PN,1WC,Giá 2.8tỷ",2800000000,"2,8 tỷ",37.333332,75,,,,6,,2,1.0,Đường Tản Đà,Phường 11,Quận 5,Tp Hồ Chí Minh,10.754711,106.66392,4.62,2025-12-19,Đặng Văn Phan,s,https://www.chotot.com/129356436.htm
"Bán CH Central Premium , Tạ Quang Bửu , P5, Q8, 2PN",3580000000,"3,58 tỷ",60.677967,59,,,,2,Central Premium,2,1.0,Tạ Quang Bửu,Phường 5,Quận 8,Tp Hồ Chí Minh,10.73445,106.66362,6.1,2025-12-19, Phương,s,https://www.chotot.com/129763123.htm
"căn hộ Khang Gia cặp bên Emart 2, >70m2, >2 toi, p14 gò vấp",2000000000,2 tỷ,28.571428,70,,,,6,,2,,Đường số 45,Phường 14,Quận Gò Vấp,Tp Hồ Chí Minh,10.843099,106.63781,10.15,2025-12-19,Thắm,s,https://www.chotot.com/129749555.htm
"Lựa Chọn Lý Tưởng Cho Gia Đình Trẻ Có 1–2 Con View Hồ Bơi Chỉ 2,85 Tỷ",2850000000,"2,85 tỷ",48.305084,59,,,2.0,6,Vinhomes Grand Park,2,,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-19,Liễu Liễu,s,https://www.chotot.com/129753458.htm
"bán căn hộ 65m2 - 3,02 tỷ - MT EASTMARK City - Sổ Hồng Riêng - 1PN+1",3020000000,"3,02 tỷ",46.46154,65,,,,6,MT Eastmark City,1,1.0,Trường Lưu,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,13.64,2025-12-19,Kim Anh,s,https://www.chotot.com/129779035.htm
"Chính chủ bán căn hộ Sunrise Riverside, nội thất đẹp, giao nhà ngay",6700000000,"6,7 tỷ",72.82609,92,4.0,2.0,2.0,6,Sunrise Riverside,3,2.0,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-19,Peace Võ,s,https://www.chotot.com/129732456.htm
Cần bán căn hộ valeo Đầm Sen,4000000000,4 tỷ,49.382717,81,,,3.0,6,Valeo Đầm Sen,2,2.0,Trịnh Đình Trọng,Phường Hòa Thạnh,Quận Tân Phú,Tp Hồ Chí Minh,10.77672,106.63693,6.94,2025-12-19,Chị HẰNG,s,https://www.chotot.com/129766496.htm
